No,Date,Time,Voltage (V),Current (A),Power (W),Energy (kWh),Frequency (Hz),PF
377,1/10/2026,20:40:00,194.7,0.3,23.6,8.3,50,0.41
378,1/10/2026,20:38:00,192.6,0.26,20.1,8.3,50,0.4
379,1/10/2026,20:36:00,196.3,0.26,19.7,8.3,49.9,0.39
380,1/10/2026,20:34:00,194.7,0.28,21.9,8.3,50,0.4
381,1/10/2026,20:32:00,196.9,0.3,24,8.3,50,0.41
382,1/10/2026,20:30:00,196.9,0.27,20.7,8.3,49.9,0.39
383,1/10/2026,20:28:00,199.6,0.26,20.1,8.29,50,0.39
384,1/10/2026,20:26:00,199.6,0.27,20.7,8.29,50,0.39
385,1/10/2026,20:24:00,198.6,0.25,19,8.29,50,0.38
386,1/10/2026,20:22:00,199.2,0.26,19.7,8.29,50,0.38
387,1/10/2026,20:20:00,197,0.25,19.1,8.29,50,0.38
388,1/10/2026,20:18:00,198.2,0.25,19.4,8.29,50,0.39
389,1/10/2026,20:16:00,198.6,0.31,25.6,8.29,50,0.42
390,1/10/2026,20:14:00,198.7,0.25,18.8,8.29,50,0.38
391,1/10/2026,20:12:00,198.7,0.31,27,8.29,50,0.44
392,1/10/2026,20:10:00,199.1,0.31,26.7,8.29,49.9,0.43
393,1/10/2026,20:08:00,199.8,0.31,26.8,8.29,50,0.43
394,1/10/2026,20:06:00,196.7,0.31,27,8.29,50,0.44
395,1/10/2026,20:04:00,199,0.31,26.3,8.28,50,0.43
396,1/10/2026,20:02:00,197.6,0.31,26.2,8.28,50,0.43
397,1/10/2026,20:00:00,196.1,0.31,26.8,8.28,50,0.44
398,1/10/2026,19:58:00,194.9,0.34,29.8,8.28,50,0.45
399,1/10/2026,19:56:00,195.6,0.31,26.6,8.28,49.9,0.44
400,1/10/2026,19:54:00,195.3,0.31,26.8,8.28,50,0.44
401,1/10/2026,19:52:00,191.6,0.32,26.9,8.28,50,0.44
402,1/10/2026,19:50:00,190.1,0.31,26.2,8.28,50,0.44
403,1/10/2026,19:48:00,197.4,0.31,26.9,8.28,50,0.43
404,1/10/2026,19:46:00,196.9,0.32,27.6,8.28,50,0.43
405,1/10/2026,19:44:00,194,0.34,29.3,8.28,50,0.45
406,1/10/2026,19:42:00,196.5,0.32,27.6,8.27,50,0.44
407,1/10/2026,19:40:00,196,0.32,27.3,8.27,50,0.43
408,1/10/2026,19:38:00,194.7,0.32,27.7,8.27,50,0.44
409,1/10/2026,19:36:00,194.7,0.33,28.2,8.27,50,0.44
410,1/10/2026,19:34:00,194.5,0.37,32.7,8.27,50,0.46
411,1/10/2026,19:32:00,193.8,0.32,27.4,8.27,50,0.44
412,1/10/2026,19:30:00,191.1,0.33,28.8,8.27,50,0.45
413,1/10/2026,19:28:00,194,0.32,27.4,8.27,50,0.44
414,1/10/2026,19:26:00,191.9,0.32,27.8,8.27,49.9,0.45
415,1/10/2026,19:24:00,196.7,0.33,28.2,8.27,49.9,0.44
416,1/10/2026,19:22:00,196.8,0.31,26.3,8.27,50,0.43
417,1/10/2026,19:20:00,192.8,0.33,28.1,8.26,49.9,0.45
418,1/10/2026,19:18:00,194.1,0.32,26.7,8.26,50,0.43
419,1/10/2026,19:16:00,195.4,0.31,26.6,8.26,50,0.43
420,1/10/2026,19:14:00,194.9,0.36,33.5,8.26,49.9,0.47
421,1/10/2026,19:12:00,196.1,0.34,29.5,8.26,50,0.44
422,1/10/2026,19:10:00,195.1,0.33,28.5,8.26,49.9,0.44
423,1/10/2026,19:08:00,192.2,0.43,44,8.26,50,0.53
424,1/10/2026,19:06:00,194.8,0.37,35.1,8.26,50,0.48
425,1/10/2026,19:04:00,192.3,0.39,36.6,8.26,50,0.49
426,1/10/2026,19:02:00,193.7,0.37,35,8.25,50,0.49
427,1/10/2026,19:00:00,194.5,0.39,37,8.25,49.9,0.49
428,1/10/2026,18:58:00,196.1,0.41,39.8,8.25,49.9,0.5
429,1/10/2026,18:56:00,192.4,0.41,40.5,8.25,50,0.51
430,1/10/2026,18:54:00,193.6,0.39,37.6,8.25,50,0.5
431,1/10/2026,18:52:00,193.7,0.38,36,8.25,49.9,0.49
432,1/10/2026,18:50:00,194,0.35,30.5,8.25,50,0.45
433,1/10/2026,18:48:00,193.3,0.33,28.3,8.25,50,0.44
434,1/10/2026,18:46:00,195.1,0.33,28.6,8.24,50,0.44
435,1/10/2026,18:44:00,194.8,0.35,30.7,8.24,50,0.44
436,1/10/2026,18:42:00,193.2,0.33,28.1,8.24,50,0.44
437,1/10/2026,18:40:00,192.5,0.34,29.1,8.24,50,0.44
438,1/10/2026,18:38:00,191.8,0.34,29.6,8.24,50,0.45
439,1/10/2026,18:36:00,191.8,0.34,29.6,8.24,50,0.45
440,1/10/2026,18:34:00,193.5,0.34,28.8,8.24,50,0.44
441,1/10/2026,18:32:00,193,0.34,29.2,8.24,50,0.45
442,1/10/2026,18:30:00,192.4,0.38,34.3,8.24,49.9,0.47
443,1/10/2026,18:28:00,193,0.38,34.8,8.24,50,0.48
444,1/10/2026,18:26:00,199,0.34,29.3,8.23,50,0.44
445,1/10/2026,18:24:00,198.5,0.35,31.5,8.23,50,0.45
446,1/10/2026,18:22:00,192.7,0.44,44.5,8.23,50,0.52
447,1/10/2026,18:20:00,197.4,0.38,35.8,8.23,50,0.48
448,1/10/2026,18:18:00,198.3,0.46,45.8,8.23,49.9,0.5
449,1/10/2026,18:16:00,197.5,0.43,41,8.23,50,0.49
450,1/10/2026,18:14:00,194.9,0.46,44.2,8.23,49.9,0.5
451,1/10/2026,18:12:00,191.3,0.54,52.9,8.23,50,0.51
452,1/10/2026,18:10:00,191.4,0.48,45.9,8.22,49.9,0.5
453,1/10/2026,18:08:00,195.6,0.47,44.2,8.22,49.9,0.48
454,1/10/2026,18:06:00,192.8,0.51,50.3,8.22,50,0.51
455,1/10/2026,18:04:00,193.7,0.51,50.4,8.22,49.9,0.51
456,1/10/2026,18:02:00,191.7,0.51,48.9,8.22,50,0.5
457,1/10/2026,18:00:00,190.3,0.49,45.8,8.21,50,0.49
458,1/10/2026,17:58:00,192.1,0.55,55.5,8.21,49.9,0.53
459,1/10/2026,17:56:00,194.4,0.4,35.2,8.21,50,0.46
460,1/10/2026,17:54:00,192.1,0.45,46,8.21,50,0.53
461,1/10/2026,17:52:00,194.4,0.41,39.9,8.21,50,0.5
462,1/10/2026,17:50:00,195.6,0.44,45.1,8.21,50,0.52
463,1/10/2026,17:48:00,193.8,0.43,42.6,8.21,50,0.51
464,1/10/2026,17:46:00,192.9,0.4,36.2,8.2,50,0.48
465,1/10/2026,17:44:00,194.7,0.37,32.8,8.2,50,0.46
466,1/10/2026,17:42:00,192.4,0.38,34.9,8.2,50,0.47
467,1/10/2026,17:40:00,190.9,0.38,35.1,8.2,49.9,0.48
468,1/10/2026,17:38:00,191.8,0.6,63.3,8.2,50,0.55
469,1/10/2026,17:36:00,194.8,0.56,56.5,8.2,50,0.52
470,1/10/2026,17:34:00,194.9,0.52,52,8.2,50,0.51
471,1/10/2026,17:32:00,194,0.51,48.9,8.19,49.9,0.5
472,1/10/2026,17:30:00,197.5,0.53,53.1,8.19,50,0.51
473,1/10/2026,17:28:00,198.5,0.57,59.2,8.19,50,0.52
474,1/10/2026,17:26:00,197.6,0.45,43,8.19,50,0.49
475,1/10/2026,17:24:00,200.6,0.45,44.6,8.19,49.9,0.49
476,1/10/2026,17:22:00,199.6,0.41,41.4,8.19,50,0.5
477,1/10/2026,17:20:00,199.4,0.5,49.2,8.19,49.9,0.49
478,1/10/2026,17:18:00,198.6,0.64,69.3,8.18,49.9,0.54
479,1/10/2026,17:16:00,198.6,0.61,67,8.18,50,0.56
480,1/10/2026,17:14:00,193.9,0.51,49.8,8.18,50,0.51
481,1/10/2026,17:12:00,198.2,0.53,49,8.18,50,0.47
482,1/10/2026,17:10:00,195.2,0.58,55.2,8.18,50,0.48
483,1/10/2026,17:08:00,194.6,0.56,54,8.18,50,0.49
484,1/10/2026,17:06:00,195.3,0.58,55.5,8.17,50,0.49
485,1/10/2026,17:04:00,194,0.6,59.2,8.17,50,0.51
486,1/10/2026,17:02:00,194.1,0.58,55.8,8.17,50,0.49
487,1/10/2026,17:00:00,189.3,0.5,48.5,8.17,49.9,0.51
488,1/10/2026,16:58:00,193,0.69,72.2,8.17,50,0.54
489,1/10/2026,16:56:00,191.4,0.66,69.2,8.16,50,0.54
490,1/10/2026,16:54:00,200.7,0.41,37.2,8.16,50,0.45
491,1/10/2026,16:52:00,201.2,0.36,31.9,8.16,49.9,0.44
492,1/10/2026,16:50:00,201.1,0.34,29.4,8.16,50,0.44
493,1/10/2026,16:48:00,200.9,0.23,17.1,8.16,50,0.36
494,1/10/2026,16:46:00,198,0.24,17.5,8.16,50,0.37
495,1/10/2026,16:44:00,197.1,0.24,17.5,8.16,50,0.37
496,1/10/2026,16:42:00,200.1,0.24,17.5,8.16,50,0.37
497,1/10/2026,16:40:00,197.3,0.25,16.4,8.16,49.9,0.33
498,1/10/2026,16:38:00,195.4,0.28,19,8.16,49.9,0.34
499,1/10/2026,16:36:00,200.1,0.24,17.6,8.15,50,0.37
500,1/10/2026,16:34:00,203.3,0.24,17.8,8.15,50,0.37
501,1/10/2026,16:32:00,201.5,0.25,18.9,8.15,49.9,0.38
502,1/10/2026,16:30:00,204.3,0.24,17.8,8.15,50,0.37
503,1/10/2026,16:28:00,206.7,0.24,17.7,8.15,50,0.36
504,1/10/2026,16:26:00,207,0.23,17.5,8.15,50,0.36
505,1/10/2026,16:24:00,207.1,0.24,17.5,8.15,50,0.36
506,1/10/2026,16:22:00,206.6,0.25,18.3,8.15,50,0.36
507,1/10/2026,16:20:00,205.6,0.24,17.9,8.15,50,0.36
508,1/10/2026,16:18:00,205.9,0.29,19.6,8.15,50,0.33
509,1/10/2026,16:16:00,204.4,0.25,17.1,8.15,50,0.33
510,1/10/2026,16:14:00,203.3,0.25,17.4,8.15,50,0.34
511,1/10/2026,16:12:00,202.2,0.23,17,8.15,50,0.36
512,1/10/2026,16:10:00,203.1,0.23,16.8,8.15,50,0.36
513,1/10/2026,16:08:00,206.6,0.23,16.8,8.15,50,0.36
514,1/10/2026,16:06:00,204.2,0.23,17.1,8.15,50,0.36
515,1/10/2026,16:04:00,206.1,0.23,16.9,8.15,50,0.35
516,1/10/2026,16:02:00,205.1,0.24,18.4,8.15,49.9,0.37
517,1/10/2026,16:00:00,203.4,0.25,16.3,8.15,50,0.32
518,1/10/2026,15:58:00,206.4,0.23,17.2,8.14,50,0.36
519,1/10/2026,15:56:00,206.7,0.23,17.1,8.14,50,0.36
520,1/10/2026,15:54:00,206,0.23,16.9,8.14,49.9,0.35
521,1/10/2026,15:52:00,205.4,0.23,17.3,8.14,50,0.36
522,1/10/2026,15:50:00,202,0.31,21.1,8.14,50,0.34
523,1/10/2026,15:48:00,203.1,0.24,16,8.14,49.9,0.32
524,1/10/2026,15:46:00,202.7,0.24,16,8.14,50,0.32
525,1/10/2026,15:44:00,206.1,0.24,16.1,8.14,50,0.32
526,1/10/2026,15:42:00,210,0.28,18.8,8.14,49.9,0.32
527,1/10/2026,15:40:00,208.6,0.24,15.7,8.14,50,0.31
528,1/10/2026,15:38:00,209.1,0.23,16.5,8.14,50,0.34
529,1/10/2026,15:36:00,209.7,0.23,16.7,8.14,50,0.34
530,1/10/2026,15:34:00,208.3,0.24,17.8,8.14,50,0.36
531,1/10/2026,15:32:00,206.6,0.24,17.7,8.14,50,0.36
532,1/10/2026,15:30:00,205.6,0.28,21.9,8.14,49.9,0.38
533,1/10/2026,15:28:00,206,0.25,17.1,8.14,50,0.33
534,1/10/2026,15:26:00,203.3,0.25,16.7,8.14,50,0.32
535,1/10/2026,15:24:00,206.3,0.24,17.6,8.13,49.9,0.36
536,1/10/2026,15:22:00,201.9,0.25,19,8.13,50,0.37
537,1/10/2026,15:20:00,199.3,0.24,17.7,8.13,50,0.37
538,1/10/2026,15:18:00,199.6,0.24,18,8.13,49.9,0.37
539,1/10/2026,15:16:00,200.6,0.24,17.7,8.13,50,0.37
540,1/10/2026,15:14:00,199.8,0.26,19.1,8.13,49.9,0.37
541,1/10/2026,15:12:00,200.5,0.25,15.8,8.13,50,0.31
542,1/10/2026,15:10:00,202.6,0.25,15.7,8.13,50,0.31
543,1/10/2026,15:08:00,204.2,0.23,16.6,8.13,50,0.35
544,1/10/2026,15:06:00,203.9,0.23,16.5,8.13,49.9,0.35
545,1/10/2026,15:04:00,206.7,0.23,16.3,8.13,50,0.34
546,1/10/2026,15:02:00,206.4,0.23,16.4,8.13,50,0.34
547,1/10/2026,15:00:00,203.5,0.24,17.1,8.13,50,0.35
548,1/10/2026,14:58:00,206.2,0.23,16.2,8.13,50,0.35
549,1/10/2026,14:56:00,201.5,0.25,15.7,8.13,49.9,0.31
550,1/10/2026,14:54:00,205,0.26,17.1,8.13,50,0.32
551,1/10/2026,14:52:00,206.1,0.23,16.5,8.13,49.9,0.35
552,1/10/2026,14:50:00,201.9,0.23,16.8,8.13,50,0.36
553,1/10/2026,14:48:00,203.4,0.24,17.5,8.12,49.9,0.36
554,1/10/2026,14:46:00,202.9,0.23,16.5,8.12,50,0.36
555,1/10/2026,14:44:00,203,0.23,16.6,8.12,50,0.36
556,1/10/2026,14:42:00,200.7,0.23,16.9,8.12,50,0.36
557,1/10/2026,14:40:00,201.9,0.25,16,8.12,49.9,0.32
558,1/10/2026,14:38:00,202,0.25,15.9,8.12,50,0.32
559,1/10/2026,14:36:00,202.3,0.23,16.8,8.12,49.9,0.36
560,1/10/2026,14:34:00,201.9,0.24,17.8,8.12,50,0.36
561,1/10/2026,14:32:00,201.9,0.24,17.6,8.12,50,0.36
562,1/10/2026,14:30:00,200.9,0.24,17.8,8.12,50,0.37
563,1/10/2026,14:28:00,200.1,0.25,18,8.12,50,0.36
564,1/10/2026,14:26:00,202.8,0.24,17.5,8.12,49.9,0.36
565,1/10/2026,14:24:00,205,0.24,17.4,8.12,50,0.35
566,1/10/2026,14:22:00,202.7,0.24,17.6,8.12,50,0.36
567,1/10/2026,14:20:00,204.6,0.25,18,8.12,49.9,0.35
568,1/10/2026,14:18:00,206.2,0.24,17.6,8.11,50,0.35
569,1/10/2026,14:16:00,205.8,0.24,17.8,8.11,50,0.35
570,1/10/2026,14:14:00,201.6,0.25,17.9,8.11,49.9,0.36
571,1/10/2026,14:12:00,205,0.24,16.6,8.11,49.9,0.34
572,1/10/2026,14:10:00,202.8,0.24,16.9,8.11,50,0.35
573,1/10/2026,14:08:00,202.7,0.24,17,8.11,50,0.35
574,1/10/2026,14:06:00,203.8,0.24,17,8.11,50,0.35
575,1/10/2026,14:04:00,203.9,0.24,16.9,8.11,50,0.35
576,1/10/2026,14:02:00,204.5,0.24,16.9,8.11,50,0.35
577,1/10/2026,14:00:00,207.2,0.23,16.5,8.11,50,0.34
578,1/10/2026,13:58:00,206.3,0.23,16.5,8.11,50,0.34
579,1/10/2026,13:56:00,205.8,0.23,16.5,8.11,50,0.34
580,1/10/2026,13:54:00,204.4,0.23,16.6,8.11,50,0.35
581,1/10/2026,13:52:00,204.7,0.23,16.5,8.11,50,0.35
582,1/10/2026,13:50:00,201.6,0.24,17.3,8.11,50,0.36
583,1/10/2026,13:48:00,198.3,0.24,17.2,8.11,50,0.36
584,1/10/2026,13:46:00,198.5,0.24,16.8,8.11,50,0.36
585,1/10/2026,13:44:00,202.2,0.36,31.5,8.1,50,0.43
586,1/10/2026,13:42:00,200.6,0.31,25.9,8.1,50,0.42
587,1/10/2026,13:40:00,201.4,0.32,26.8,8.1,50,0.42
588,1/10/2026,13:38:00,200.1,0.31,25.2,8.1,50,0.41
589,1/10/2026,13:36:00,204.2,0.31,25.2,8.1,50,0.4
590,1/10/2026,13:34:00,199.5,0.33,24.7,8.1,50,0.37
591,1/10/2026,13:32:00,201.4,0.31,26.1,8.1,50,0.42
592,1/10/2026,13:30:00,204.1,0.31,26.6,8.1,49.9,0.42
593,1/10/2026,13:28:00,205.5,0.31,26.1,8.1,50,0.42
594,1/10/2026,13:26:00,206.3,0.3,25.6,8.1,50,0.41
595,1/10/2026,13:24:00,202.8,0.31,25.8,8.1,50,0.41
596,1/10/2026,13:22:00,204.3,0.31,26,8.1,50,0.41
597,1/10/2026,13:20:00,203.7,0.31,26,8.1,50,0.41
598,1/10/2026,13:18:00,203.6,0.32,26.7,8.09,49.9,0.41
599,1/10/2026,13:16:00,205.2,0.31,26.1,8.09,50,0.41
600,1/10/2026,13:14:00,203,0.31,25.9,8.09,50,0.41
601,1/10/2026,13:12:00,201.9,0.31,25.2,8.09,50,0.41
602,1/10/2026,13:10:00,199.4,0.31,25.2,8.09,50,0.41
603,1/10/2026,13:08:00,203,0.34,30.2,8.09,49.9,0.43
604,1/10/2026,13:06:00,202.1,0.31,26.2,8.09,50,0.41
605,1/10/2026,13:04:00,201.8,0.31,25.3,8.09,50,0.41
606,1/10/2026,13:02:00,202,0.31,25.3,8.09,50,0.41
607,1/10/2026,13:00:00,200.8,0.33,25.2,8.09,50,0.38
608,1/10/2026,12:58:00,201.2,0.33,25.1,8.09,50,0.38
609,1/10/2026,12:56:00,202.7,0.32,28.1,8.08,50,0.43
610,1/10/2026,12:54:00,204.8,0.31,26.2,8.08,50,0.42
611,1/10/2026,12:52:00,203.9,0.35,32.1,8.08,50,0.44
612,1/10/2026,12:50:00,204.2,0.3,26.1,8.08,50,0.42
613,1/10/2026,12:48:00,204.2,0.31,26.3,8.08,50,0.42
614,1/10/2026,12:46:00,204.7,0.31,26.4,8.08,50,0.42
615,1/10/2026,12:44:00,204.1,0.33,25.9,8.08,50,0.38
616,1/10/2026,12:42:00,206.6,0.3,26.4,8.08,50,0.42
617,1/10/2026,12:40:00,205,0.31,26.5,8.08,50,0.42
618,1/10/2026,12:38:00,204.5,0.3,26.1,8.08,50,0.42
619,1/10/2026,12:36:00,204.6,0.3,25.2,8.08,50,0.42
620,1/10/2026,12:34:00,199,0.31,26.3,8.07,50,0.43
621,1/10/2026,12:32:00,204,0.31,26.7,8.07,49.9,0.42
622,1/10/2026,12:30:00,204.3,0.3,25.8,8.07,50,0.42
623,1/10/2026,12:28:00,202.4,0.3,25.9,8.07,49.9,0.42
624,1/10/2026,12:26:00,200.9,0.31,26.1,8.07,50,0.42
625,1/10/2026,12:24:00,201.8,0.31,25.9,8.07,50,0.42
626,1/10/2026,12:22:00,203,0.32,27.1,8.07,50,0.42
627,1/10/2026,12:20:00,205,0.31,26,8.07,50,0.41
628,1/10/2026,12:18:00,209.6,0.3,25.8,8.07,50,0.4
629,1/10/2026,12:16:00,207.3,0.3,25.6,8.07,50,0.41
630,1/10/2026,12:14:00,208.6,0.31,26.3,8.07,49.9,0.41
631,1/10/2026,12:12:00,210.6,0.3,25.6,8.06,50,0.4
632,1/10/2026,12:10:00,208.5,0.33,24.7,8.06,50,0.36
633,1/10/2026,12:08:00,206,0.31,25.8,8.06,50,0.41
634,1/10/2026,12:06:00,206.9,0.31,26.3,8.06,50,0.41
635,1/10/2026,12:04:00,205.3,0.33,24.1,8.06,50,0.36
636,1/10/2026,12:02:00,200.5,0.33,24.5,8.06,50,0.37
637,1/10/2026,12:00:00,204.3,0.31,26,8.06,50,0.41
638,1/10/2026,11:58:00,202.1,0.31,26.4,8.06,50,0.42
639,1/10/2026,11:56:00,200.1,0.34,24.9,8.06,50,0.37
640,1/10/2026,11:54:00,198.9,0.34,25.1,8.06,50,0.38
641,1/10/2026,11:52:00,201,0.31,25.8,8.06,50,0.42
642,1/10/2026,11:50:00,199.8,0.33,25,8.06,50,0.37
643,1/10/2026,11:48:00,198.1,0.34,25.5,8.06,50,0.38
644,1/10/2026,11:46:00,199.2,0.31,26.2,8.05,50,0.42
645,1/10/2026,11:44:00,202.9,0.33,28.7,8.05,50,0.43
646,1/10/2026,11:42:00,201.3,0.31,26.4,8.05,49.9,0.42
647,1/10/2026,11:40:00,202.5,0.31,26.5,8.05,50,0.42
648,1/10/2026,11:38:00,205.1,0.34,29.9,8.05,49.9,0.43
649,1/10/2026,11:36:00,202.4,0.33,25.3,8.05,50,0.37
650,1/10/2026,11:34:00,202.2,0.34,26.2,8.05,50,0.38
651,1/10/2026,11:32:00,203.1,0.32,28.1,8.05,49.9,0.43
652,1/10/2026,11:30:00,207.3,0.32,27.4,8.05,50,0.42
653,1/10/2026,11:28:00,202.7,0.4,36.1,8.05,50,0.44
654,1/10/2026,11:26:00,207,0.34,30,8.04,49.9,0.43
655,1/10/2026,11:24:00,202,0.42,37.5,8.04,50,0.45
656,1/10/2026,11:22:00,202.2,0.35,30.9,8.04,49.9,0.43
657,1/10/2026,11:20:00,199.2,0.35,30.1,8.04,50,0.44
658,1/10/2026,11:18:00,203.9,0.34,29.9,8.04,49.9,0.43
659,1/10/2026,11:16:00,197.8,0.38,29,8.04,50,0.39
660,1/10/2026,11:14:00,202.7,0.34,29.6,8.04,50,0.43
661,1/10/2026,11:12:00,201.7,0.34,29.6,8.04,50,0.43
662,1/10/2026,11:10:00,203,0.35,29.2,8.04,50,0.41
663,1/10/2026,11:08:00,198.3,0.61,51.1,8.03,50,0.43
664,1/10/2026,11:06:00,206.5,0.55,47.6,8.03,50,0.42
665,1/10/2026,11:04:00,204.9,0.45,40.4,8.03,50,0.44
666,1/10/2026,11:02:00,205.2,0.45,40.4,8.03,49.9,0.43
667,1/10/2026,11:00:00,202.5,0.52,46,8.03,50,0.44
668,1/10/2026,10:58:00,198.4,0.45,39,8.03,50,0.44
669,1/10/2026,10:56:00,202,0.43,37.4,8.03,50,0.43
670,1/10/2026,10:54:00,197.7,0.5,37.8,8.02,50,0.38
671,1/10/2026,10:52:00,201.5,0.43,37.6,8.02,50,0.43
672,1/10/2026,10:50:00,201,0.43,38.2,8.02,50,0.44
673,1/10/2026,10:48:00,199.6,0.44,39.1,8.02,49.9,0.45
674,1/10/2026,10:46:00,196.8,0.43,38.3,8.02,50,0.45
675,1/10/2026,10:44:00,198.1,0.43,38,8.02,50,0.45
676,1/10/2026,10:42:00,197.8,0.43,37.6,8.02,50,0.44
677,1/10/2026,10:40:00,198.9,0.46,40.4,8.02,49.9,0.44
678,1/10/2026,10:38:00,202.1,0.45,40.1,8.01,50,0.44
679,1/10/2026,10:36:00,200.1,0.44,38.7,8.01,50,0.44
680,1/10/2026,10:34:00,202.3,0.43,38,8.01,50,0.44
681,1/10/2026,10:32:00,203,0.46,40.7,8.01,49.9,0.43
682,1/10/2026,10:30:00,200.8,0.47,40.8,8.01,50,0.43
683,1/10/2026,10:28:00,200.1,0.47,35.5,8.01,50,0.37
684,1/10/2026,10:26:00,200.9,0.44,38.2,8.01,49.9,0.44
685,1/10/2026,10:24:00,203.1,0.48,42.2,8.01,50,0.43
686,1/10/2026,10:22:00,197.5,0.43,37.5,8,50,0.44
687,1/10/2026,10:20:00,200.1,0.44,38.4,8,50,0.44
688,1/10/2026,10:18:00,199,0.46,40.2,8,50,0.44
689,1/10/2026,10:16:00,200.9,0.45,39.4,8,50,0.43
690,1/10/2026,10:14:00,202.3,0.46,40,8,50,0.43
691,1/10/2026,10:12:00,201.7,0.46,39.9,8,50,0.43
692,1/10/2026,10:10:00,202.5,0.47,41,8,49.9,0.43
693,1/10/2026,10:08:00,199.7,0.45,39.9,7.99,50,0.44
694,1/10/2026,10:06:00,201,0.45,39.4,7.99,49.9,0.43
695,1/10/2026,10:04:00,200.7,0.51,38,7.99,49.9,0.37
696,1/10/2026,9:58:00,201.1,0.44,39.1,7.99,50,0.44
697,1/10/2026,9:56:00,198.1,0.25,17.9,7.99,50,0.36
698,1/10/2026,9:54:00,200.5,0.25,17.8,7.99,50,0.36
699,1/10/2026,9:52:00,198.1,0.32,26.3,7.99,50,0.41
700,1/10/2026,9:50:00,198.9,0.33,23.2,7.99,50,0.35
701,1/10/2026,9:48:00,197,0.38,28.5,7.98,50,0.38
702,1/10/2026,9:46:00,197.1,0.34,24.3,7.98,50,0.36
703,1/10/2026,9:44:00,196.7,0.41,32.6,7.98,50,0.41
704,1/10/2026,9:42:00,197.6,0.43,35.7,7.98,50,0.42
705,1/10/2026,9:40:00,189.7,0.48,44,7.98,50,0.48
706,1/10/2026,9:38:00,187.6,0.46,38.7,7.98,50,0.45
707,1/10/2026,9:36:00,190.7,0.49,46.1,7.98,50,0.49
708,1/10/2026,9:34:00,194,0.48,43,7.98,50,0.46
709,1/10/2026,9:32:00,188.9,0.51,45.8,7.97,50,0.47
710,1/10/2026,9:30:00,190.6,0.49,46.5,7.97,50,0.5
711,1/10/2026,9:28:00,194.7,0.45,39.8,7.97,50,0.45
712,1/10/2026,9:26:00,194.6,0.45,39.5,7.97,50,0.45
713,1/10/2026,9:24:00,198.2,0.48,45.6,7.97,49.9,0.48
714,1/10/2026,9:22:00,198.9,0.47,41.8,7.97,50,0.44
715,1/10/2026,9:20:00,197.3,0.49,43.7,7.97,49.9,0.46
716,1/10/2026,9:18:00,202,0.46,41.9,7.96,50,0.45
717,1/10/2026,9:16:00,200.3,0.46,42.2,7.96,49.9,0.45
718,1/10/2026,9:14:00,197.9,0.47,41.4,7.96,50,0.45
719,1/10/2026,9:12:00,197.9,0.47,40.9,7.96,50,0.44
720,1/10/2026,9:10:00,196.2,0.52,48.3,7.96,49.9,0.47
721,1/10/2026,9:08:00,192.5,0.53,48.7,7.96,50,0.48
722,1/10/2026,9:06:00,192.1,0.49,42.3,7.95,50,0.45
723,1/10/2026,9:04:00,192.1,0.54,49.6,7.95,50,0.48
724,1/10/2026,9:02:00,192.1,0.47,39.9,7.95,49.9,0.44
725,1/10/2026,9:00:00,193.6,0.5,44.5,7.95,50,0.46
726,1/10/2026,8:58:00,193,0.5,48.4,7.95,50,0.5
727,1/10/2026,8:56:00,196.1,0.47,41.5,7.95,50,0.46
728,1/10/2026,8:54:00,195.6,0.35,23,7.95,50,0.34
729,1/10/2026,8:52:00,193.2,0.33,21.2,7.95,50,0.33
730,1/10/2026,8:50:00,192.2,0.34,21.3,7.95,50,0.33
731,1/10/2026,8:48:00,193.9,0.32,20.2,7.94,50,0.32
732,1/10/2026,8:46:00,191.1,0.32,20.1,7.94,50,0.32
733,1/10/2026,8:44:00,189.6,0.37,25.3,7.94,50,0.36
734,1/10/2026,8:42:00,189.7,0.33,20.8,7.94,50,0.33
735,1/10/2026,8:40:00,189.5,0.33,20.7,7.94,49.9,0.33
736,1/10/2026,8:38:00,193,0.33,20.6,7.94,50,0.33
737,1/10/2026,8:36:00,192.6,0.33,20.6,7.94,50,0.33
738,1/10/2026,8:34:00,194.8,0.34,21.1,7.94,50,0.32
739,1/10/2026,8:32:00,195,0.33,20.3,7.94,50,0.32
740,1/10/2026,8:30:00,196.9,0.33,20.2,7.94,49.9,0.31
741,1/10/2026,8:28:00,199.5,0.33,20.2,7.94,50,0.31
742,1/10/2026,8:26:00,198.5,0.33,19.8,7.94,50,0.3
743,1/10/2026,8:24:00,199.2,0.35,22.3,7.94,50,0.32
744,1/10/2026,8:22:00,200.2,0.32,19.6,7.93,50,0.3
745,1/10/2026,8:20:00,197.3,0.33,19.9,7.93,50,0.31
746,1/10/2026,8:18:00,203.8,0.33,19.7,7.93,49.9,0.3
747,1/10/2026,8:16:00,202.6,0.33,20,7.93,50,0.3
748,1/10/2026,8:14:00,199.6,0.33,20.1,7.93,50,0.31
749,1/10/2026,8:12:00,203,0.32,19.7,7.93,50,0.3
750,1/10/2026,8:10:00,203.3,0.34,21.2,7.93,50,0.31
751,1/10/2026,8:08:00,206.3,0.34,20.9,7.93,49.9,0.3
752,1/10/2026,8:06:00,203.9,0.33,20.6,7.93,50,0.31
753,1/10/2026,8:04:00,201.2,0.34,21.3,7.93,49.9,0.31
754,1/10/2026,8:02:00,201.9,0.34,21.5,7.93,49.9,0.31
